timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2023-01-01 08:00:00,9.7820,9.8100,9.6930,9.8000,2666310,2023-01-01 09:59:59,25996699.6110,37229,1340490,13072113.6140,0
2023-01-01 10:00:00,9.8000,9.9750,9.7610,9.9150,3954446,2023-01-01 11:59:59,39075691.7780,50026,1971899,19484053.4710,0
2023-01-01 12:00:00,9.9160,9.9550,9.8130,9.8420,2606433,2023-01-01 13:59:59,25759626.4330,35692,1251306,12367289.5690,0
2023-01-01 14:00:00,9.8420,9.8870,9.7810,9.8480,2953927,2023-01-01 15:59:59,29036810.4940,32879,1467811,14430696.6050,0
2023-01-01 16:00:00,9.8490,9.9450,9.8210,9.9300,2329136,2023-01-01 17:59:59,23026784.1470,33885,1224852,12111017.4310,0
2023-01-01 18:00:00,9.9300,10.0400,9.9190,9.9450,2992428,2023-01-01 19:59:59,29867321.0320,42838,1545050,15424283.5030,0
2023-01-01 20:00:00,9.9450,10.0230,9.9260,9.9620,1510304,2023-01-01 21:59:59,15059715.9720,25258,766490,7644030.0170,0
2023-01-01 22:00:00,9.9620,10.0480,9.9340,9.9770,1738782,2023-01-01 23:59:59,17355219.9700,26806,876169,8744054.1580,0
2023-01-02 00:00:00,9.9770,9.9770,9.7960,9.8310,2815564,2023-01-02 01:59:59,27787794.1500,43107,1336461,13189736.5720,0
2023-01-02 02:00:00,9.8300,10.0080,9.8100,9.9770,1990783,2023-01-02 03:59:59,19733003.3850,30710,1101058,10914289.0920,0
2023-01-02 04:00:00,9.9770,10.0200,9.9270,9.9750,1622455,2023-01-02 05:59:59,16166623.3330,26379,865472,8624358.4480,0
2023-01-02 06:00:00,9.9750,12.0670,9.9390,11.0830,24147905,2023-01-02 07:59:59,266443573.9100,374168,13135944,144909781.7360,0
2023-01-02 08:00:00,11.0840,11.3600,10.9910,11.1370,14446898,2023-01-02 09:59:59,161516330.6270,256592,7644487,85478950.7420,0
2023-01-02 10:00:00,11.1370,11.1380,10.8320,11.0070,8066572,2023-01-02 11:59:59,88722505.4340,132214,4107403,45179573.8900,0
2023-01-02 12:00:00,11.0080,11.2000,10.9980,11.0970,7747815,2023-01-02 13:59:59,85928359.2970,109142,3798613,42132692.8650,0
2023-01-02 14:00:00,11.0960,11.2340,11.0540,11.1080,4729548,2023-01-02 15:59:59,52622010.3540,80683,2374066,26420721.3240,0
2023-01-02 16:00:00,11.1070,11.1740,11.0700,11.1360,2610010,2023-01-02 17:59:59,29023457.1720,48213,1301731,14477810.8680,0
2023-01-02 18:00:00,11.1360,11.5000,11.1020,11.2440,3985536,2023-01-02 19:59:59,44774763.8660,68329,2113705,23754825.1550,0
2023-01-02 20:00:00,11.2440,11.4060,11.1720,11.3490,3794593,2023-01-02 21:59:59,42810441.4750,71977,1944935,21948073.5790,0
2023-01-02 22:00:00,11.3490,11.3960,11.2040,11.2590,3497525,2023-01-02 23:59:59,39450599.6030,62053,1768502,19948485.4780,0
2023-01-03 00:00:00,11.2590,11.3240,11.0000,11.0640,5876868,2023-01-03 01:59:59,65630046.6890,89991,2957161,33028687.6770,0
2023-01-03 02:00:00,11.0640,11.2170,11.0450,11.1990,2976823,2023-01-03 03:59:59,33130465.0470,44202,1529814,17029845.0300,0
2023-01-03 04:00:00,11.2000,11.7730,11.1890,11.7290,10998736,2023-01-03 05:59:59,126914692.5910,163063,5581698,64390730.6830,0
2023-01-03 06:00:00,11.7280,11.9390,11.6720,11.8810,13312239,2023-01-03 07:59:59,156967203.3590,192455,6832196,80576485.5910,0
2023-01-03 08:00:00,11.8810,11.9600,11.6680,11.7980,6758300,2023-01-03 09:59:59,79646699.0770,102565,3376038,39791804.2180,0
2023-01-03 10:00:00,11.7980,11.9800,11.7720,11.8100,6663036,2023-01-03 11:59:59,79090884.3750,99304,3369128,40000654.9890,0
2023-01-03 12:00:00,11.8100,12.1060,11.7500,11.9480,6632108,2023-01-03 13:59:59,78832901.2610,104620,3448777,41021212.1450,0
2023-01-03 14:00:00,11.9470,12.8890,11.9470,12.8190,44781200,2023-01-03 15:59:59,556195129.4400,612384,23551115,292634468.4800,0
2023-01-03 16:00:00,12.8190,13.8790,12.6410,12.8490,40221945,2023-01-03 17:59:59,527874185.5750,656255,20200968,265271245.4690,0
2023-01-03 18:00:00,12.8490,13.1300,12.6750,12.8960,13697160,2023-01-03 19:59:59,176441020.7520,238252,7080627,91218207.6020,0
2023-01-03 20:00:00,12.8960,13.3170,12.8950,13.1980,10063971,2023-01-03 21:59:59,131689275.8860,192160,5251183,68722535.9330,0
2023-01-03 22:00:00,13.1970,13.4820,13.0000,13.3260,10431031,2023-01-03 23:59:59,137922573.9340,187573,5373516,71068513.1840,0
2023-01-04 00:00:00,13.3260,13.7770,13.1750,13.5430,20129925,2023-01-04 01:59:59,271467390.2150,350524,10156150,136973472.6210,0
2023-01-04 02:00:00,13.5440,14.0000,13.3340,13.4350,18375213,2023-01-04 03:59:59,250954366.4600,306134,9011885,123161554.8880,0
