timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2023-01-01 08:00:00,9.7820,9.7860,9.7180,9.7340,733632,2023-01-01 08:29:59,7155288.8430,10451,337091,3288220.1090,0
2023-01-01 08:30:00,9.7330,9.7470,9.6930,9.7190,707648,2023-01-01 08:59:59,6875914.9270,10025,344859,3350882.2510,0
2023-01-01 09:00:00,9.7180,9.7770,9.7170,9.7750,569035,2023-01-01 09:29:59,5549238.3270,7883,315182,3074289.5900,0
2023-01-01 09:30:00,9.7750,9.8100,9.7530,9.8000,655995,2023-01-01 09:59:59,6416257.5140,8870,343358,3358721.6640,0
2023-01-01 10:00:00,9.8000,9.8000,9.7710,9.7930,425281,2023-01-01 10:29:59,4162462.6990,7189,201591,1973215.6920,0
2023-01-01 10:30:00,9.7930,9.7990,9.7610,9.7950,279197,2023-01-01 10:59:59,2729555.2920,4370,137749,1346711.6200,0
2023-01-01 11:00:00,9.7940,9.9750,9.7940,9.8940,2425467,2023-01-01 11:29:59,24008916.0100,27605,1214307,12016774.6200,0
2023-01-01 11:30:00,9.8950,9.9490,9.8840,9.9150,824501,2023-01-01 11:59:59,8174757.7770,10862,418252,4147351.5390,0
2023-01-01 12:00:00,9.9160,9.9200,9.8700,9.8960,625527,2023-01-01 12:29:59,6191066.1030,8524,297180,2941655.6670,0
2023-01-01 12:30:00,9.8970,9.9440,9.8900,9.9290,364850,2023-01-01 12:59:59,3617548.3770,6391,202051,2003514.5080,0
2023-01-01 13:00:00,9.9300,9.9550,9.8760,9.8790,616693,2023-01-01 13:29:59,6112114.3080,8978,274061,2716709.0120,0
2023-01-01 13:30:00,9.8780,9.8990,9.8130,9.8420,999363,2023-01-01 13:59:59,9838897.6450,11799,478014,4705410.3820,0
2023-01-01 14:00:00,9.8420,9.8870,9.8420,9.8790,418636,2023-01-01 14:29:59,4130747.8870,6546,246389,2431399.9150,0
2023-01-01 14:30:00,9.8790,9.8870,9.8000,9.8280,1474413,2023-01-01 14:59:59,14488285.5780,12944,722018,7093399.3970,0
2023-01-01 15:00:00,9.8280,9.8500,9.7810,9.8090,466144,2023-01-01 15:29:59,4575903.6200,6229,205561,2018178.4050,0
2023-01-01 15:30:00,9.8090,9.8570,9.7830,9.8480,594734,2023-01-01 15:59:59,5841873.4090,7160,293843,2887718.8880,0
2023-01-01 16:00:00,9.8490,9.8790,9.8210,9.8770,671917,2023-01-01 16:29:59,6622750.2790,9561,343336,3384713.5380,0
2023-01-01 16:30:00,9.8770,9.9090,9.8430,9.8550,455156,2023-01-01 16:59:59,4492841.0010,7131,243112,2400109.0940,0
2023-01-01 17:00:00,9.8550,9.9450,9.8520,9.9240,703264,2023-01-01 17:29:59,6965171.6950,10086,390993,3872495.2030,0
2023-01-01 17:30:00,9.9250,9.9450,9.8930,9.9300,498799,2023-01-01 17:59:59,4946021.1720,7107,247411,2453699.5960,0
2023-01-01 18:00:00,9.9300,10.0190,9.9300,9.9960,1289189,2023-01-01 18:29:59,12868481.7500,17213,713051,7117158.2360,0
2023-01-01 18:30:00,9.9970,10.0110,9.9530,9.9750,510284,2023-01-01 18:59:59,5092555.9070,8012,257010,2565151.0920,0
2023-01-01 19:00:00,9.9760,10.0400,9.9660,10.0110,651139,2023-01-01 19:29:59,6511268.1080,9685,351754,3518325.0830,0
2023-01-01 19:30:00,10.0100,10.0150,9.9190,9.9450,541816,2023-01-01 19:59:59,5395015.2670,7928,223235,2223649.0920,0
