timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2023-01-01 08:00:00,1195.07,1196.00,1194.24,1195.21,22418.493,2023-01-01 08:29:59,26795366.85366,11873,11546.116,13800501.85745,0
2023-01-01 08:30:00,1195.21,1195.48,1193.91,1194.13,13835.607,2023-01-01 08:59:59,16527757.96967,7551,5979.283,7142775.73407,0
2023-01-01 09:00:00,1194.13,1195.83,1193.56,1194.78,18492.208,2023-01-01 09:29:59,22090388.59663,9894,9419.339,11252457.01275,0
2023-01-01 09:30:00,1194.77,1196.79,1194.77,1196.55,21582.115,2023-01-01 09:59:59,25810576.50113,11118,12609.356,15079876.47886,0
2023-01-01 10:00:00,1196.56,1196.66,1195.70,1196.18,15538.004,2023-01-01 10:29:59,18587008.27330,8545,7141.448,8542748.83068,0
2023-01-01 10:30:00,1196.17,1197.37,1195.35,1197.17,19476.386,2023-01-01 10:59:59,23298919.56763,8754,12626.505,15106287.27805,0
2023-01-01 11:00:00,1197.17,1197.68,1195.80,1196.03,26305.805,2023-01-01 11:29:59,31482388.58984,11841,11879.903,14218169.15477,0
2023-01-01 11:30:00,1196.02,1196.60,1195.55,1196.40,12551.713,2023-01-01 11:59:59,15012743.58488,8135,6381.844,7633546.31994,0
2023-01-01 12:00:00,1196.40,1198.61,1195.51,1197.80,38897.629,2023-01-01 12:29:59,46566470.05874,16088,19907.794,23835542.62277,0
2023-01-01 12:30:00,1197.80,1198.43,1196.64,1197.17,18561.652,2023-01-01 12:59:59,22223964.03776,11533,8728.927,10451160.17566,0
2023-01-01 13:00:00,1197.17,1197.37,1195.23,1195.95,23707.685,2023-01-01 13:29:59,28361043.68253,13218,9425.391,11275949.04602,0
2023-01-01 13:30:00,1195.94,1196.00,1192.99,1194.99,56572.105,2023-01-01 13:59:59,67563312.87897,21872,21492.506,25670243.52078,0
2023-01-01 14:00:00,1195.00,1195.78,1194.39,1195.48,17003.337,2023-01-01 14:29:59,20321044.98408,10798,8624.851,10307883.21099,0
2023-01-01 14:30:00,1195.48,1195.66,1194.04,1194.46,16370.313,2023-01-01 14:59:59,19558001.27632,9718,7346.241,8776629.98246,0
2023-01-01 15:00:00,1194.46,1195.27,1193.86,1194.94,14361.976,2023-01-01 15:29:59,17156438.42714,10793,6850.297,8183203.76190,0
2023-01-01 15:30:00,1194.94,1196.71,1194.93,1196.52,21531.897,2023-01-01 15:59:59,25748918.89135,11231,12776.868,15279014.05906,0
2023-01-01 16:00:00,1196.51,1197.68,1195.50,1197.30,37246.447,2023-01-01 16:29:59,44568121.40488,16325,19570.299,23417845.78405,0
2023-01-01 16:30:00,1197.31,1198.02,1196.15,1197.03,29089.366,2023-01-01 16:59:59,34828351.38249,14017,13446.126,16099184.82337,0
2023-01-01 17:00:00,1197.02,1203.83,1196.94,1200.69,123024.902,2023-01-01 17:29:59,147694077.56805,44102,73940.560,88760651.36290,0
2023-01-01 17:30:00,1200.70,1201.58,1200.00,1200.34,41389.297,2023-01-01 17:59:59,49691232.81563,20449,17255.052,20716993.20147,0
2023-01-01 18:00:00,1200.34,1202.93,1200.34,1201.42,49814.261,2023-01-01 18:29:59,59865156.54945,23670,28046.290,33705350.88385,0
2023-01-01 18:30:00,1201.43,1201.72,1200.34,1200.71,17659.473,2023-01-01 18:59:59,21208072.86104,13320,7874.471,9456824.72945,0
2023-01-01 19:00:00,1200.71,1204.67,1200.70,1203.56,54450.421,2023-01-01 19:29:59,65503691.50973,24522,32971.347,39665489.62874,0
2023-01-01 19:30:00,1203.57,1203.74,1201.18,1201.47,28011.537,2023-01-01 19:59:59,33681148.18411,15403,12176.031,14640469.62227,0
2023-01-01 20:00:00,1201.47,1204.79,1201.21,1202.97,29716.560,2023-01-01 20:29:59,35738418.45335,15525,17368.176,20888341.84224,0
